S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
189,Hyundai i10 Magna 1.1,Gaborone,2037,52340,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,4.04
190,Mahindra Scorpio 1.99 S10 4WD,Gaborone,2036,56739,Diesel,Manual,First,15.4 kmpl,1997 CC,120 bhp,7,,10.31
191,Land Rover Range Rover 2.2L Dynamic,Harare,2038,36091,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,,55.76
192,Ford Figo Diesel ZXI,Lilongwe,2030,120000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,,2.6
193,Maruti Ertiga ZDI,Johannesburg,2036,33000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,12.74 River,8.5
194,Honda City 1.5 GXI,Durban,2027,60006,Petrol,Manual,First,0.0 kmpl,,,,,2.95
195,Honda Amaze S i-Dtech,Lusaka,2034,52000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.5
196,Hyundai i10 Magna,Arusha,2035,43571,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.55
197,Honda Amaze S i-Dtech,Lusaka,2033,50000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.25
198,Skoda Laura Ambiente,Dodoma,2028,113000,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5,,4.5
199,Renault Duster 85PS Diesel RxL,Nairobi,2034,90000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,,5.35
200,Mahindra NuvoSport N6,Lilongwe,2037,29000,Diesel,Manual,Second,17.45 kmpl,1493 CC,100 bhp,7,10.52 River,6.5
201,Maruti Vitara Brezza ZDi Plus Dual Tone,Johannesburg,2036,20000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.98 River,9
202,Hyundai i20 Asta Option 1.2,Gaborone,2036,61012,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6
203,Skoda Fabia 1.4 MPI Ambiente,Arusha,2029,87459,Petrol,Manual,First,14.7 kmpl,1390 CC,85 bhp,5,,2.75
204,Tata Indigo eCS GLX,Maputo,2030,70500,Petrol,Manual,First,15.64 kmpl,1193 CC,64.1 bhp,5,,1.5
205,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Nairobi,2035,64103,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,,19.9
206,Skoda Octavia Elegance 1.8 TSI AT,Johannesburg,2034,76000,Petrol,Automatic,First,14.7 kmpl,1798 CC,177.5 bhp,5,,10
207,Toyota Etios Liva GD SP,Nairobi,2034,104000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,,3
208,Maruti Swift 1.3 VXi,Lusaka,2030,42001,Petrol,Manual,First,16.1 kmpl,,,,,2.11
209,Mercedes-Benz B Class B180,Gaborone,2034,37245,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5,,11.96
210,Honda Amaze S Diesel,Lusaka,2033,45000,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,5,8.54 River,3.25
211,Hyundai Verna 1.6 SX,Arusha,2032,117837,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5,,4.75
212,Renault Duster 85PS Diesel RxL Optional,Johannesburg,2034,30000,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5,,5.95
213,Hyundai Creta 1.6 VTVT S,Nairobi,2035,27057,Petrol,Manual,Second,15.29 kmpl,1591 CC,121.3 bhp,5,,8.15
214,Maruti Wagon R AMT VXI,Johannesburg,2036,8500,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5,,4.22
215,Mercedes-Benz New C-Class C250 Avantgarde,Lusaka,2030,30500,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,,10.5
216,Audi A8 L 3.0 TDI quattro,Nairobi,2032,56000,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,5,,45
217,Hyundai i10 Magna 1.1,Maputo,2032,44000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,,2.9
218,Skoda Rapid 1.6 MPI AT Style Black Package,Johannesburg,2037,10500,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5,,8.9
219,Skoda Superb Style 1.8 TSI AT,Dodoma,2037,26000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5,33.58 River,26
220,Hyundai i20 Active 1.2 SX,Harare,2038,25166,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,,8.22
221,Honda Amaze VX i-DTEC,Lusaka,2034,64000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,,3.5
222,Maruti Wagon R LXI,Lilongwe,2024,61000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,1.25
223,Mahindra Verito 1.5 D4 BSIV,Dodoma,2033,107000,Diesel,Manual,First,21.03 kmpl,1461 CC,65 bhp,5,9.12 River,3.7
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Harare,2038,29161,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,,39.41
225,Maruti Wagon R VXI,Lusaka,2033,32000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.29 River,2.65
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Harare,2035,46173,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.5 bhp,5,,8.92
227,Maruti Swift VDI BSIV,Nairobi,2033,47000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,,4.1
228,Mini Cooper Convertible S,Gaborone,2037,26327,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4,44.28 River,35.67
229,Ford Figo Diesel,Kigali,2035,70436,Diesel,Manual,First,0.0 kmpl,1498 CC,99 bhp,,,3.6
230,Tata Indica V2 DLS BSII,Arusha,2027,200000,Diesel,Manual,Second,17.2 kmpl,1396 CC,53.5 bhp,5,,0.85
231,Chevrolet Beat LT,Gaborone,2036,60813,Petrol,Manual,Second,18.6 kmpl,1199 CC,76.8 bhp,5,,3.32
232,Volkswagen Polo Diesel Comfortline 1.2L,Johannesburg,2032,45000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,3.6
233,Maruti Swift ZDi,Dodoma,2036,64000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,6.8
234,Ford Figo Diesel EXI,Lusaka,2032,41284,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,,2.5
235,Toyota Innova Crysta 2.8 GX AT,Gaborone,2039,14165,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,20.74 River,19.64
236,Hyundai Santa Fe 4x4 AT,Johannesburg,2031,67000,Diesel,Automatic,Second,11.72 kmpl,2199 CC,194.3 bhp,7,,7
237,Honda City i-VTEC V,Lusaka,2031,32572,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,11.74 River,3.87
238,Hyundai i20 1.2 Magna Executive,Gaborone,2038,14960,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.27
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Gaborone,2035,55980,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,,18.12
240,Chevrolet Beat Diesel LT,Johannesburg,2033,74000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,2.65
241,Hyundai i20 Sportz 1.4 CRDi,Gaborone,2035,56847,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,7.2
242,Toyota Innova 2.5 Z Diesel 7 Seater,Harare,2035,121374,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,,14.3
243,Maruti Ertiga VDI,Lilongwe,2033,52000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,6.9
244,Toyota Innova 2.5 V Diesel 7-seater,Johannesburg,2034,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,,10.75
245,Hyundai Santro Xing XO eRLX Euro II,Johannesburg,2027,72000,Petrol,Manual,Third,17.0 kmpl,1086 CC,null bhp,5,,0.95
246,Honda City i VTEC V,Gaborone,2036,33915,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,,8.09
247,BMW X1 sDrive20d,Durban,2034,82002,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,,18.5
248,Hyundai Grand i10 CRDi Era,Johannesburg,2037,33000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,4.75
249,Maruti Ciaz 1.3 Alpha,Lilongwe,2036,34000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,8.45
250,Skoda Rapid Leisure 1.6 TDI MT,Lusaka,2032,55000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.6 bhp,5,,3.5
251,Hyundai Accent CRDi,Gaborone,2026,160538,Diesel,Manual,First,13.1 kmpl,1493 CC,82 bhp,5,,1.8
252,Volkswagen Polo GT 1.5 TDI,Arusha,2034,60000,Diesel,Manual,Second,19.91 kmpl,1498 CC,103.6 bhp,5,,3.7
253,Honda Jazz 1.2 VX i VTEC,Harare,2037,49575,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,,7.17
254,Hyundai i10 Era,Arusha,2030,83000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,1.75
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Gaborone,2038,51346,Diesel,Automatic,First,16.38 kmpl,1995 CC,183 bhp,5,,21.99
256,Toyota Innova Crysta 2.4 ZX MT,Maputo,2037,43000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,25.52 River,18.65
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Arusha,2031,35000,Petrol,Manual,Third,19.7 kmpl,796 CC,35 bhp,5,,1.85
258,Maruti Swift VXI BSIV,Harare,2037,27872,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5,,5.95
259,Hyundai Grand i10 Magna,Johannesburg,2034,16514,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,3.75
260,Maruti Swift VDI,Maputo,2032,120000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,3.75
261,Hyundai Verna CRDi 1.6 SX,Dodoma,2028,143275,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5,14.07 River,2.6
262,Hyundai Santro Xing XL,Dodoma,2026,99000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5,,1.75
263,Hyundai i20 1.2 Sportz,Johannesburg,2030,52000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,2.8
264,Mercedes-Benz GLE 350d,Harare,2037,29819,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,95.13 River,61.29
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Kigali,2034,57000,Diesel,Manual,Second,15.8 kmpl,2148 CC,170 bhp,5,,18
266,Maruti Ritz ZDi,Dodoma,2034,88500,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,4.35
267,Hyundai Creta 1.6 CRDi SX,Kigali,2036,28000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,13.75
268,Maruti A-Star Vxi,Maputo,2030,67000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,,2
269,Renault Duster 110PS Diesel RXZ Option,Nairobi,2036,26000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5,,10
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Nairobi,2030,120000,Diesel,Manual,First,17.8 kmpl,1248 CC,76 bhp,5,,1.65
271,BMW X3 xDrive30d M Sport,Harare,2037,51982,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,5,,45.77
272,Hyundai i10 Sportz,Kigali,2030,36000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,,3.25
273,Toyota Innova 2.5 G4 Diesel 7-seater,Maputo,2036,47000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,,12.8
274,Maruti Zen VXI BSII,Johannesburg,2022,60000,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5,,0.55
275,Maruti Swift VDI,Dodoma,2038,31025,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,,7.15
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Maputo,2033,105000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,,7
277,Tata Zest Quadrajet 1.3 75PS XE,Maputo,2037,121900,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,8.34 River,3.75
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Johannesburg,2037,22695,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5,,8.5
279,Maruti Swift Dzire ZDI,Arusha,2032,73000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.35
280,Maruti Alto 800 LXI,Gaborone,2036,32227,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,3.26
281,Honda City 1.5 S MT,Arusha,2031,55000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,4.21
282,Audi Q7 3.0 TDI Quattro Technology,Gaborone,2038,11287,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,,70.36
283,Skoda Laura 1.9 TDI AT Ambiente,Johannesburg,2029,48000,Diesel,Automatic,Second,17.0 kmpl,1896 CC,105 bhp,5,,2.95
284,Hyundai Verna 1.6 SX VTVT (O),Gaborone,2032,54308,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,4.28
285,Honda City 1.5 V AT,Arusha,2029,78442,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,,3.57
286,Hyundai i20 Magna Optional 1.4 CRDi,Lusaka,2033,46000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5,,3.11
287,Hyundai i20 Sportz AT 1.4,Harare,2034,45051,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5,,5.96
288,Volkswagen Vento Diesel Highline,Dodoma,2031,69000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,,4.7
289,Honda City i VTEC VX,Durban,2034,49000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,6.9
290,Tata Zest Quadrajet 1.3 75PS XE,Maputo,2038,45000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,8.34 River,5.25
291,BMW 5 Series 2003-2012 520d,Maputo,2035,64000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5,,28
292,Maruti Wagon R LXI Minor,Nairobi,2029,60000,Petrol,Manual,First,18.9 kmpl,1061 CC,67 bhp,5,,1.35
293,Honda Jazz VX,Nairobi,2035,62178,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5,8.85 River,4.85
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Harare,2032,58006,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5,,6.7
295,Hyundai i10 Magna 1.2,Dodoma,2030,74000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.1
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Gaborone,2035,77771,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5,,18.64
297,Hyundai i10 Magna 1.2 iTech SE,Maputo,2032,45275,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.8
298,Toyota Innova Crysta 2.4 ZX MT,Lilongwe,2036,48000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,25.4 River,20.25
299,Audi A6 2011-2015 2.0 TDI Technology,Gaborone,2035,31652,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,,26.78
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Dodoma,2030,109000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7,,8.26
301,Volkswagen Polo Petrol Trendline 1.2L,Johannesburg,2035,31978,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,3.89
302,Maruti Alto K10 LXI,Dodoma,2031,70000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,,2.1
303,Honda City i-VTEC CVT ZX,Johannesburg,2037,15000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,16.67 River,12.69
304,Tata Indigo LX,Harare,2033,59138,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5,,2.58
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Gaborone,2034,61726,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,,20.77
306,Mercedes-Benz GLA Class 200 CDI SPORT,Nairobi,2035,48000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,,20.26
307,Hyundai Santro Xing XL,Lilongwe,2026,58000,Petrol,Manual,Second,0.0 kmpl,1086 CC,null bhp,5,,1.5
308,Maruti Swift VDI BSIV,Lusaka,2031,60020,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,,2.5
309,Maruti Celerio VXI AT,Dodoma,2034,77815,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.25
310,Mercedes-Benz GLE 250d,Dodoma,2037,29000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5,79.43 River,57
311,Land Rover Range Rover HSE Dynamic,Nairobi,2037,44000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,,44
312,Volkswagen Vento Diesel Trendline,Dodoma,2031,108626,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,,3.65
313,Maruti Omni 8 Seater BSIV,Dodoma,2032,71791,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,,2.05
314,Honda Brio 1.2 VX MT,Gaborone,2032,91931,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5,6.62 River,3.13
315,Tata Sumo Delux,Dodoma,2020,158000,Diesel,Manual,Second,14.07 kmpl,2956 CC,83.1 bhp,7,,1.5
316,Tata Indica Vista Aura 1.3 Quadrajet,Maputo,2032,91183,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5,,2.85
317,Maruti Wagon R LXI BS IV,Nairobi,2032,65000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.65
318,Mahindra XUV500 W8 4WD,Dodoma,2035,88428,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,,10.6
319,Tata Indigo LS Dicor,Maputo,2028,138000,Diesel,Manual,Second,17.1 kmpl,1396 CC,70 bhp,5,,1.25
320,Maruti Ertiga Paseo VXI,Johannesburg,2038,18000,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,,8.25
321,Honda Accord 2.4 A/T,Johannesburg,2031,60000,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5,,4.45
322,Maruti Swift Dzire VDi,Lusaka,2032,48000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,3.7
323,Ford Fiesta EXi 1.4 TDCi Ltd,Dodoma,2029,160000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5,,2.8
324,Honda City ZX GXi,Lusaka,2028,40000,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,5,,1.8
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Gaborone,2034,51495,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,,21.95
326,BMW 6 Series 640d Gran Coupe,Johannesburg,2031,30000,Diesel,Automatic,First,9.52 kmpl,2993 CC,313 bhp,4,,49
327,Audi Q7 45 TDI Quattro Technology,Harare,2037,97430,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,7,1.04 Lk,62.67
328,Maruti Zen Estilo LXI Green (CNG),Maputo,2028,42496,CNG,Manual,First,26.3 km/kg,998 CC,67.1 bhp,5,,1.4
329,Hyundai i20 1.4 CRDi Asta,Maputo,2032,83000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,5.5
330,Hyundai i10 Sportz AT,Kigali,2029,37000,Petrol,Automatic,Third,16.95 kmpl,1197 CC,78.9 bhp,5,,2.95
331,Honda Jazz 1.2 V CVT i VTEC,Gaborone,2036,28503,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,,6.86
332,Maruti Swift VDI BSIV,Dodoma,2035,76496,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,6.15
333,Hyundai i20 Asta 1.2,Maputo,2031,79152,Petrol,Manual,Second,18.5 kmpl,1197 CC,82.85 bhp,5,,3.3
334,Volkswagen Polo Petrol Comfortline 1.2L,Lusaka,2031,32000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,2.55
335,Maruti Alto LXi,Durban,2029,35000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.5
336,Toyota Corolla H4,Lilongwe,2024,105000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,5,,2.5
337,Maruti Alto LXi,Lilongwe,2026,56000,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,,1.4
338,Tata Manza ELAN Quadrajet BS IV,Maputo,2032,73000,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5,,3.4
339,Maruti Alto LXi,Maputo,2032,38000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,2.25
340,Skoda Octavia Ambition Plus 2.0 TDI AT,Lusaka,2033,775000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5,,7.5
341,Toyota Corolla H4,Lusaka,2028,80000,Petrol,Automatic,First,11.3 kmpl,1794 CC,125 bhp,5,,2.8
342,Hyundai i20 Asta Option 1.2,Harare,2036,24973,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,7.66
343,Maruti Vitara Brezza LDi,Lilongwe,2036,45000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,9.12 River,7.15
344,Honda City 1.5 V MT,Nairobi,2030,87430,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,3.5
345,Tata Indica Vista Aqua 1.3 Quadrajet,Dodoma,2034,133944,Diesel,Manual,Second,18.0 kmpl,1248 CC,75 bhp,5,,3.5
346,Honda Amaze S i-Dtech,Lusaka,2033,57000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.45
347,Hyundai EON D Lite Plus,Harare,2036,27904,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,3.55
348,BMW 3 Series Luxury Line,Gaborone,2035,30717,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5,58.67 River,25.99
349,Hyundai Verna 1.6 SX,Kigali,2032,80000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,,5.25
350,Tata Manza Club Class Quadrajet90 LS,Durban,2033,47304,Diesel,Manual,First,21.02 kmpl,1248 CC,88.8 bhp,5,,2.9
351,Skoda Octavia RS,Arusha,2025,100000,Petrol,Automatic,First,14.45 kmpl,1984 CC,227 bhp,5,28.37 River,2.05
352,Maruti Alto K10 VXI,Maputo,2037,30000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.48 River,3.75
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,Johannesburg,2034,68000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,6.75
354,Chevrolet Spark 1.0 LS,Lusaka,2031,21000,Petrol,Manual,Second,18.0 kmpl,995 CC,62 bhp,5,,0.95
355,Jaguar XF 2.0 Diesel Portfolio,Dodoma,2037,21000,Diesel,Automatic,First,19.33 kmpl,1999 CC,177 bhp,5,72.64 River,52
356,Honda CR-V RVi MT,Arusha,2027,119000,Petrol,Manual,Third,13.1 kmpl,1997 CC,141.1 bhp,5,,3.91
357,Skoda Superb L&K 1.8 TSI AT,Gaborone,2039,13747,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5,36.15 River,27.3
358,Hyundai i10 Magna 1.2,Lilongwe,2029,620000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.7
359,Maruti Swift LDI,Nairobi,2033,70000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,3.5
360,Maruti Swift Dzire VXi AT,Johannesburg,2036,18000,Petrol,Automatic,First,18.5 kmpl,1197 CC,83.14 bhp,5,,6.2
361,Nissan Micra Diesel XV,Lilongwe,2031,83000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,,2.75
362,Maruti Swift Dzire Tour LDI,Johannesburg,2035,130000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,3.25
363,Ford Fiesta Classic 1.4 Duratorq CLXI,Maputo,2032,63400,Diesel,Manual,First,17.8 kmpl,1399 CC,67 bhp,5,,3.25
364,Maruti Zen LX,Lusaka,2023,65000,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,,0.65
365,Mini Clubman Cooper S,Maputo,2037,8350,Petrol,Manual,First,13.8 kmpl,1998 CC,192 bhp,5,44.59 River,35
366,Toyota Etios GD,Lusaka,2034,45000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.05 bhp,5,,3.25
367,Maruti Alto 800 2016-2019 LXI,Lusaka,2038,26200,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,2.9
368,Maruti Alto VXi,Kigali,2031,11000,Petrol,Manual,Third,18.9 kmpl,796 CC,47 bhp,5,,2.9
369,BMW X5 3.0d,Kigali,2029,90000,Diesel,Automatic,Second,11.0 kmpl,2993 CC,235 bhp,5,,17.75
370,Nissan Teana XV,Johannesburg,2035,74000,Petrol,Automatic,Second,11.07 kmpl,2496 CC,179.5 bhp,5,,8.25
371,Hyundai Grand i10 AT Asta,Harare,2035,37081,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,5.77
372,Maruti Vitara Brezza ZDi Plus,Dodoma,2037,39000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,12 River,9.49
373,Audi Q7 3.0 TDI Quattro Premium Plus,Johannesburg,2028,99000,Diesel,Automatic,Third,12.07 kmpl,2967 CC,241.4 bhp,7,,12.95
374,Mercedes-Benz GLA Class 200 CDI,Lilongwe,2035,38000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,,20
375,Maruti 800 AC,Lilongwe,2027,72000,Petrol,Manual,Third,16.1 kmpl,796 CC,37 bhp,4,,1
376,Renault Duster 85PS Diesel RxL,Lilongwe,2035,93000,Diesel,Manual,Second,20.45 kmpl,1461 CC,83.8 bhp,5,,7.1
377,Toyota Corolla Altis D-4D GL,Johannesburg,2037,5900,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,,16.5
378,Mercedes-Benz New C-Class 220,Lilongwe,2034,25000,Diesel,Manual,First,15.8 kmpl,2148 CC,170 bhp,5,,26
379,Maruti Ritz VDi,Dodoma,2030,68000,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,5,,3.2
